type,subtype,ts,user,text,client_msg_id,team,user_team,source_team,user_profile,blocks,reactions,files,upload,display_as_bot,thread_ts,reply_count,reply_users_count,latest_reply,reply_users,replies,is_locked,subscribed,parent_user_id,bot_id,bot_profile,last_read,attachments,edited,inviter,channel_name
message,,1616583862.0033,U01S7KCL3DF,eat donuts,,T01RBRV5F7H,,,,"[{'type': 'image', 'block_id': '59rG', 'image_url': 'https://media4.giphy.com/media/l3fZUu2Zu3Mc9PiQE/giphy-downsized.gif?cid=6104955e65115017699262b56f13d5b3a22c6a6656963169&rid=giphy-downsized.gif&ct=g', 'alt_text': 'eat donuts', 'title': {'type': 'plain_text', 'text': 'eat donuts', 'emoji': True}, 'fallback': '480x360px image', 'image_width': 480, 'image_height': 360, 'image_bytes': 1784857, 'is_animated': True}, {'type': 'context', 'block_id': 'LXnB', 'elements': [{'type': 'image', 'image_url': 'https://a.slack-edge.com/dc483/img/plugins/giphy/service_32.png', 'alt_text': 'giphy logo'}, {'type': 'mrkdwn', 'text': 'Posted using /giphy', 'verbatim': False}]}]","[{'name': 'rolling_on_the_floor_laughing', 'users': ['U01RW2X7S9Z'], 'count': 1}]",,,,1616582711.0013,,,,,,,,U01S7KCL3DF,B01S7FSR36Y,"{'id': 'B01S7FSR36Y', 'deleted': False, 'name': 'giphy', 'updated': 1616421896, 'app_id': 'A0F827J2C', 'icons': {'image_36': 'https://a.slack-edge.com/dc483/img/plugins/giphy/service_72.png', 'image_48': 'https://a.slack-edge.com/dc483/img/plugins/giphy/service_48.png', 'image_72': 'https://a.slack-edge.com/dc483/img/plugins/giphy/service_72.png'}, 'team_id': 'T01RBRV5F7H'}",,,,,funcommittee
message,,1616585188.0036,U01S1CWGTU4,me too!,a922f17e-8382-4dbd-9d0a-332db6b4a79f,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '09076999792d', 'image_72': 'https://avatars.slack-edge.com/2021-03-21/1868032103895_09076999792d539af81c_72.png', 'first_name': '', 'real_name': 'Antonio Saleme Sastre', 'display_name': 'Antonio Saleme Sastre', 'team': 'T01RBRV5F7H', 'name': 'salemesastre', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': 'g2K', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'me too!'}]}]}]",,,,,,,,,,,,,,,,,,,,funcommittee
message,,1616602964.0064,U01RSRE0N3D,"Hey all,
just created the schedule for the *Morning Sunshines* (see attached)
Please make sure to block that day and prepare a *5 min presentation* (with 5 min Q&amp;A) about a topic you are *passionate* about!
Let me know if you have any questions!
:v:",,,,,,"[{'type': 'rich_text', 'block_id': 'TY5V', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Hey all,\njust created the schedule for the '}, {'type': 'text', 'text': 'Morning Sunshines', 'style': {'bold': True}}, {'type': 'text', 'text': ' (see attached)\nPlease make sure to block that day and prepare a '}, {'type': 'text', 'text': '5 min presentation', 'style': {'bold': True}}, {'type': 'text', 'text': ' (with 5 min Q&A) about a topic you are '}, {'type': 'text', 'text': 'passionate', 'style': {'bold': True}}, {'type': 'text', 'text': ' about!\nLet me know if you have any questions!\n'}, {'type': 'emoji', 'name': 'v'}]}]}]","[{'name': '+1', 'users': ['U01RN7BVD1C', 'U01S7BM4N81'], 'count': 2}]","[{'id': 'F01SP7Y3G57', 'created': 1616602947, 'timestamp': 1616602947, 'name': 'Morning_sunshine_schedule.pdf', 'title': 'Morning_sunshine_schedule.pdf', 'mimetype': 'application/pdf', 'filetype': 'pdf', 'pretty_type': 'PDF', 'user': 'U01RSRE0N3D', 'editable': False, 'size': 30090, 'mode': 'hosted', 'is_external': False, 'external_type': '', 'is_public': True, 'public_url_shared': False, 'display_as_bot': False, 'username': '', 'url_private': 'https://files.slack.com/files-pri/T01RBRV5F7H-F01SP7Y3G57/morning_sunshine_schedule.pdf?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'url_private_download': 'https://files.slack.com/files-pri/T01RBRV5F7H-F01SP7Y3G57/download/morning_sunshine_schedule.pdf?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'thumb_pdf': 'https://files.slack.com/files-tmb/T01RBRV5F7H-F01SP7Y3G57-6f2701420e/morning_sunshine_schedule_thumb_pdf.png?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'thumb_pdf_w': 909, 'thumb_pdf_h': 1286, 'permalink': 'https://data-ft-ber-03-2021.slack.com/files/U01RSRE0N3D/F01SP7Y3G57/morning_sunshine_schedule.pdf', 'permalink_public': 'https://slack-files.com/T01RBRV5F7H-F01SP7Y3G57-40fe629546', 'is_starred': False, 'has_rich_preview': False}]",0.0,0.0,1616602964.0064,2.0,1.0,1616603048.0071,['U01RSRE0N3D'],"[{'user': 'U01RSRE0N3D', 'ts': '1616603024.006700'}, {'user': 'U01RSRE0N3D', 'ts': '1616603048.007100'}]",0.0,1.0,,,,1616603048.0071,,,,funcommittee
message,,1616603024.0067,U01RSRE0N3D,Small teaser on my sunshine:,,,,,,"[{'type': 'rich_text', 'block_id': 'Yfz', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Small teaser on my sunshine:'}]}]}]","[{'name': 'raised_hands', 'users': ['U01RW2X7S9Z'], 'count': 1}]","[{'id': 'F01SP81H5BK', 'created': 1616602991, 'timestamp': 1616602991, 'name': 'Screenshot 2021-03-24 at 17.23.07.png', 'title': 'Screenshot 2021-03-24 at 17.23.07.png', 'mimetype': 'image/png', 'filetype': 'png', 'pretty_type': 'PNG', 'user': 'U01RSRE0N3D', 'editable': False, 'size': 2814463, 'mode': 'hosted', 'is_external': False, 'external_type': '', 'is_public': True, 'public_url_shared': False, 'display_as_bot': False, 'username': '', 'url_private': 'https://files.slack.com/files-pri/T01RBRV5F7H-F01SP81H5BK/screenshot_2021-03-24_at_17.23.07.png?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'url_private_download': 'https://files.slack.com/files-pri/T01RBRV5F7H-F01SP81H5BK/download/screenshot_2021-03-24_at_17.23.07.png?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'thumb_64': 'https://files.slack.com/files-tmb/T01RBRV5F7H-F01SP81H5BK-b373e2179f/screenshot_2021-03-24_at_17.23.07_64.png?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'thumb_80': 'https://files.slack.com/files-tmb/T01RBRV5F7H-F01SP81H5BK-b373e2179f/screenshot_2021-03-24_at_17.23.07_80.png?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'thumb_360': 'https://files.slack.com/files-tmb/T01RBRV5F7H-F01SP81H5BK-b373e2179f/screenshot_2021-03-24_at_17.23.07_360.png?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'thumb_360_w': 360, 'thumb_360_h': 201, 'thumb_480': 'https://files.slack.com/files-tmb/T01RBRV5F7H-F01SP81H5BK-b373e2179f/screenshot_2021-03-24_at_17.23.07_480.png?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'thumb_480_w': 480, 'thumb_480_h': 268, 'thumb_160': 'https://files.slack.com/files-tmb/T01RBRV5F7H-F01SP81H5BK-b373e2179f/screenshot_2021-03-24_at_17.23.07_160.png?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'thumb_720': 'https://files.slack.com/files-tmb/T01RBRV5F7H-F01SP81H5BK-b373e2179f/screenshot_2021-03-24_at_17.23.07_720.png?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'thumb_720_w': 720, 'thumb_720_h': 402, 'thumb_800': 'https://files.slack.com/files-tmb/T01RBRV5F7H-F01SP81H5BK-b373e2179f/screenshot_2021-03-24_at_17.23.07_800.png?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'thumb_800_w': 800, 'thumb_800_h': 447, 'thumb_960': 'https://files.slack.com/files-tmb/T01RBRV5F7H-F01SP81H5BK-b373e2179f/screenshot_2021-03-24_at_17.23.07_960.png?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'thumb_960_w': 960, 'thumb_960_h': 537, 'thumb_1024': 'https://files.slack.com/files-tmb/T01RBRV5F7H-F01SP81H5BK-b373e2179f/screenshot_2021-03-24_at_17.23.07_1024.png?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'thumb_1024_w': 1024, 'thumb_1024_h': 572, 'original_w': 1832, 'original_h': 1024, 'thumb_tiny': 'AwAaADC+UbPX9TQUfsf1NRpP85B/WpJHGzoT7CkAzJ3bSwz7E0/Y3r+pqt/y0ztOP/rVK1ysUYyrZPQY60k31G7EhRv72PxNQm4jWQLuJ5wSDwKqSTy3DYLbV/uio+nbiqEXJYWQZ/UUgdtoCnp3FXqozcScccUhk8Dl/vAH3p1xD50WP4hyDRB90fSpaYjKUJks3GOoqRiu3Axj9KjueLmbHt/SprcAwdBwaljR/9k=', 'permalink': 'https://data-ft-ber-03-2021.slack.com/files/U01RSRE0N3D/F01SP81H5BK/screenshot_2021-03-24_at_17.23.07.png', 'permalink_public': 'https://slack-files.com/T01RBRV5F7H-F01SP81H5BK-02299be1fd', 'is_starred': False, 'has_rich_preview': False}]",0.0,0.0,1616602964.0064,,,,,,,,U01RSRE0N3D,,,,,,,funcommittee
message,,1616603048.0071,U01RSRE0N3D,_May or may not be real_,0cec4166-d27a-40f5-828f-05b5fb0610d9,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '5b0571ca5e6f', 'image_72': 'https://avatars.slack-edge.com/2021-03-18/1876877550179_5b0571ca5e6fe1f759fe_72.jpg', 'first_name': 'Kosta', 'real_name': 'Kosta', 'display_name': 'Kosta', 'team': 'T01RBRV5F7H', 'name': 'kostadin.mitkov', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': 'GRjL', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'May or may not be real', 'style': {'italic': True}}]}]}]",,,,,1616602964.0064,,,,,,,,U01RSRE0N3D,,,,,,,funcommittee
message,,1616660638.0079,U01S7BM4N81,<@U01RP2K1606>,,,,,,"[{'type': 'rich_text', 'block_id': 's40sU', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'user', 'user_id': 'U01RP2K1606'}]}]}]","[{'name': 'sweat_smile', 'users': ['U01RP2K1606', 'U01RSRE0N3D', 'U01S1CWGTU4'], 'count': 3}, {'name': 'rolling_on_the_floor_laughing', 'users': ['U01SD3CDH9P', 'U01RKN0EGDV', 'U01RW2X7S9Z'], 'count': 3}]","[{'id': 'F01SDCAB21H', 'created': 1616660632, 'timestamp': 1616660632, 'name': 'FreeDucks.jpg', 'title': 'FreeDucks.jpg', 'mimetype': 'image/jpeg', 'filetype': 'jpg', 'pretty_type': 'JPEG', 'user': 'U01S7BM4N81', 'editable': False, 'size': 29071, 'mode': 'hosted', 'is_external': False, 'external_type': '', 'is_public': True, 'public_url_shared': False, 'display_as_bot': False, 'username': '', 'url_private': 'https://files.slack.com/files-pri/T01RBRV5F7H-F01SDCAB21H/freeducks.jpg?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'url_private_download': 'https://files.slack.com/files-pri/T01RBRV5F7H-F01SDCAB21H/download/freeducks.jpg?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'thumb_64': 'https://files.slack.com/files-tmb/T01RBRV5F7H-F01SDCAB21H-ac5704e420/freeducks_64.jpg?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'thumb_80': 'https://files.slack.com/files-tmb/T01RBRV5F7H-F01SDCAB21H-ac5704e420/freeducks_80.jpg?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'thumb_360': 'https://files.slack.com/files-tmb/T01RBRV5F7H-F01SDCAB21H-ac5704e420/freeducks_360.jpg?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'thumb_360_w': 360, 'thumb_360_h': 238, 'thumb_480': 'https://files.slack.com/files-tmb/T01RBRV5F7H-F01SDCAB21H-ac5704e420/freeducks_480.jpg?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'thumb_480_w': 480, 'thumb_480_h': 317, 'thumb_160': 'https://files.slack.com/files-tmb/T01RBRV5F7H-F01SDCAB21H-ac5704e420/freeducks_160.jpg?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'original_w': 700, 'original_h': 462, 'thumb_tiny': 'AwAfADCA9KcqFgfxppI9/wAqlilWMFWBGTnpUmtxFUCUbuRVwvuQqUI471RkYDLBs/hUsEqsG+bkjpQK6ZXBGTjPGetOPT8KR0aNyGGKAcnNNoE+g5CN+T0AzUcj73zkY+tL/wDWqMMw7nGemaQMc7bvQAdBmmjgj5l/On8kcE/99UDPUE88/ep3ILAuElQLIob8aY6p1Qn8TVdmK8c5x13UqSM7c9hQNas//9k=', 'permalink': 'https://data-ft-ber-03-2021.slack.com/files/U01S7BM4N81/F01SDCAB21H/freeducks.jpg', 'permalink_public': 'https://slack-files.com/T01RBRV5F7H-F01SDCAB21H-87a30c22df', 'is_starred': False, 'has_rich_preview': False}]",False,False,,,,,,,,,,,,,,,,funcommittee
message,,1619010871.0005,U01RKN0EGDV,can someone make a slack sticker of this??? pleaseeeeeeee :rolling_on_the_floor_laughing:,,,,,,"[{'type': 'rich_text', 'block_id': 'kNo', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'can someone make a slack sticker of this??? pleaseeeeeeee '}, {'type': 'emoji', 'name': 'rolling_on_the_floor_laughing'}]}]}]","[{'name': 'joy', 'users': ['U01S0E0MRJ7', 'U01S1CWGTU4', 'U01RP2K1606', 'U01SJKB2MG8'], 'count': 4}, {'name': 'raised_hands', 'users': ['U01RW140HBP', 'U01SJKB2MG8'], 'count': 2}, {'name': 'coool', 'users': ['U01RW2X7S9Z', 'U01RKN0EGDV', 'U01S7BM4N81', 'U01RSRE0N3D', 'U01S0E0MRJ7', 'U01S1CWGTU4'], 'count': 6}, {'name': 'boludo', 'users': ['U01RKN0EGDV'], 'count': 1}, {'name': 'confused_flo', 'users': ['U01SJKB2MG8'], 'count': 1}]","[{'id': 'F0209RLAQ2C', 'created': 1619010854, 'timestamp': 1619010854, 'name': 'image.png', 'title': 'image.png', 'mimetype': 'image/png', 'filetype': 'png', 'pretty_type': 'PNG', 'user': 'U01RKN0EGDV', 'editable': False, 'size': 29296, 'mode': 'hosted', 'is_external': False, 'external_type': '', 'is_public': True, 'public_url_shared': False, 'display_as_bot': False, 'username': '', 'url_private': 'https://files.slack.com/files-pri/T01RBRV5F7H-F0209RLAQ2C/image.png?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'url_private_download': 'https://files.slack.com/files-pri/T01RBRV5F7H-F0209RLAQ2C/download/image.png?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'thumb_64': 'https://files.slack.com/files-tmb/T01RBRV5F7H-F0209RLAQ2C-e3d183cc10/image_64.png?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'thumb_80': 'https://files.slack.com/files-tmb/T01RBRV5F7H-F0209RLAQ2C-e3d183cc10/image_80.png?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'thumb_360': 'https://files.slack.com/files-tmb/T01RBRV5F7H-F0209RLAQ2C-e3d183cc10/image_360.png?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'thumb_360_w': 158, 'thumb_360_h': 91, 'thumb_160': 'https://files.slack.com/files-tmb/T01RBRV5F7H-F0209RLAQ2C-e3d183cc10/image_160.png?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'original_w': 158, 'original_h': 91, 'thumb_tiny': 'AwAbADCfNBpRgilxSGRmkAzTyRmoXchtuD14xSGWV4FKOtRxOXBypGD3p+cUxFZJ9qqNuSfenNc/7B/OqHmN60hZj3NMRYnuHz8q7c+tRJMWcCQ/LUZJPU5ptKw7lwXBCFhjIPAHpViOYSx7hwe4rMp8bsmdpxmiwXP/2Q==', 'permalink': 'https://data-ft-ber-03-2021.slack.com/files/U01RKN0EGDV/F0209RLAQ2C/image.png', 'permalink_public': 'https://slack-files.com/T01RBRV5F7H-F0209RLAQ2C-9acd7a0973', 'is_starred': False, 'has_rich_preview': False}]",0.0,0.0,1619010871.0005,7.0,5.0,1619016002.0101,"['U01S7BM4N81', 'U01S7KCL3DF', 'U01RKN0EGDV', 'U01SJKB2MG8', 'U01S1CWGTU4']","[{'user': 'U01S7BM4N81', 'ts': '1619011010.001400'}, {'user': 'U01S7KCL3DF', 'ts': '1619011591.002100'}, {'user': 'U01S7KCL3DF', 'ts': '1619011690.002400'}, {'user': 'U01RKN0EGDV', 'ts': '1619011694.002600'}, {'user': 'U01SJKB2MG8', 'ts': '1619014315.007000'}, {'user': 'U01S1CWGTU4', 'ts': '1619015433.009800'}, {'user': 'U01S7KCL3DF', 'ts': '1619016002.010100'}]",0.0,0.0,,,,,,,,funcommittee
message,,1619010934.0011,U01RSRE0N3D,tiny,,T01RBRV5F7H,,,,"[{'type': 'image', 'block_id': 'tHQB', 'image_url': 'https://media0.giphy.com/media/w0vFxYaCcvvJm/giphy-downsized.gif?cid=6104955e00c8822d97b82850af466e50adb1fd7c78392963&rid=giphy-downsized.gif&ct=g', 'alt_text': 'tiny', 'title': {'type': 'plain_text', 'text': 'tiny', 'emoji': True}, 'fallback': '250x187px image', 'image_width': 250, 'image_height': 187, 'image_bytes': 1534375, 'is_animated': True}, {'type': 'context', 'block_id': 'zmCR', 'elements': [{'type': 'image', 'image_url': 'https://a.slack-edge.com/dc483/img/plugins/giphy/service_32.png', 'alt_text': 'giphy logo'}, {'type': 'mrkdwn', 'text': 'Posted using /giphy', 'verbatim': False}]}]","[{'name': 'morning-sunshine', 'users': ['U01SJKB2MG8'], 'count': 1}]",,,,,,,,,,,,,B01S7FSR36Y,"{'id': 'B01S7FSR36Y', 'deleted': False, 'name': 'giphy', 'updated': 1616421896, 'app_id': 'A0F827J2C', 'icons': {'image_36': 'https://a.slack-edge.com/dc483/img/plugins/giphy/service_72.png', 'image_48': 'https://a.slack-edge.com/dc483/img/plugins/giphy/service_48.png', 'image_72': 'https://a.slack-edge.com/dc483/img/plugins/giphy/service_72.png'}, 'team_id': 'T01RBRV5F7H'}",,,,,funcommittee
message,,1619011010.0014,U01S7BM4N81,:antonio:,f79355e4-e605-4ff2-9e8e-9e195012c59e,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '2adfc641e87e', 'image_72': 'https://avatars.slack-edge.com/2021-04-16/1994438084416_2adfc641e87e3a953d9c_72.png', 'first_name': 'Thamo', 'real_name': 'Thamo', 'display_name': 'Thamo', 'team': 'T01RBRV5F7H', 'name': 'thamokoeper', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': '8PCF2', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'emoji', 'name': 'antonio'}]}]}]","[{'name': 'raised_hands', 'users': ['U01RKN0EGDV'], 'count': 1}]",,,,1619010871.0005,,,,,,,,U01RKN0EGDV,,,,,,,funcommittee
message,,1619011591.0021,U01S7KCL3DF,i cropped him a bit :boludo:,46aae332-9d1a-4935-b195-a57b85fadfd9,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '17b52091bb62', 'image_72': 'https://avatars.slack-edge.com/2021-03-19/1875964347925_17b52091bb62c2340b4c_72.png', 'first_name': 'Sam', 'real_name': 'Sam Katterfield', 'display_name': 'Sam', 'team': 'T01RBRV5F7H', 'name': 'samkatterfield', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': 'tpM', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'i cropped him a bit '}, {'type': 'emoji', 'name': 'boludo'}]}]}]","[{'name': 'fast_parrot', 'users': ['U01S7BM4N81', 'U01RW140HBP'], 'count': 2}, {'name': 'joy', 'users': ['U01S1CWGTU4'], 'count': 1}]",,,,1619010871.0005,,,,,,,,U01RKN0EGDV,,,,,,,funcommittee
message,,1619011690.0024,U01S7KCL3DF,ahhh damn now i’m gonna spend all my time adding emojis and nothing on the project,9918e020-eef6-4638-b48a-8d65fca0b29b,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '17b52091bb62', 'image_72': 'https://avatars.slack-edge.com/2021-03-19/1875964347925_17b52091bb62c2340b4c_72.png', 'first_name': 'Sam', 'real_name': 'Sam Katterfield', 'display_name': 'Sam', 'team': 'T01RBRV5F7H', 'name': 'samkatterfield', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': 'fLRCi', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'ahhh damn now i’m gonna spend all my time adding emojis and nothing on the project'}]}]}]",,,,,1619010871.0005,,,,,,,,U01RKN0EGDV,,,,,,,funcommittee
message,,1619011694.0026,U01RKN0EGDV,boludo hahahhhhahahah,4e54f50c-8767-4a7c-a2a0-06ac42d7bff3,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': 'abe46e9352ee', 'image_72': 'https://avatars.slack-edge.com/2021-03-24/1878427345639_abe46e9352ee26531094_72.jpg', 'first_name': 'Marian', 'real_name': 'Marian Moreno', 'display_name': 'Marian (she/her)', 'team': 'T01RBRV5F7H', 'name': 'marimor62', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': '9W4', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'boludo hahahhhhahahah'}]}]}]","[{'name': 'monkeyman', 'users': ['U01S7KCL3DF'], 'count': 1}]",,,,1619010871.0005,,,,,,,,U01RKN0EGDV,,,,,,,funcommittee
message,,1619011803.0032,U01S7KCL3DF,i feel like i’m about 5 beers behind the other bootcamps :beer_parrot:,e08e087f-f4f1-4262-b31c-cde3a7d6b52d,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '17b52091bb62', 'image_72': 'https://avatars.slack-edge.com/2021-03-19/1875964347925_17b52091bb62c2340b4c_72.png', 'first_name': 'Sam', 'real_name': 'Sam Katterfield', 'display_name': 'Sam', 'team': 'T01RBRV5F7H', 'name': 'samkatterfield', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': 'VP=fW', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'i feel like i’m about 5 beers behind the other bootcamps '}, {'type': 'emoji', 'name': 'beer_parrot'}]}]}]","[{'name': 'boludo', 'users': ['U01RKN0EGDV', 'U01S7BM4N81'], 'count': 2}]",,,,,,,,,,,,,,,,,,,funcommittee
message,,1619011815.0034,U01RN7BVD1C,AHAHAHAH 100%,4191c556-eb08-4658-9c61-b445b02ab6d5,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '55e0c1b57456', 'image_72': 'https://avatars.slack-edge.com/2021-03-20/1882033802643_55e0c1b574562994417f_72.jpg', 'first_name': 'Josephine', 'real_name': 'Josephine Biedermann', 'display_name': 'Phine', 'team': 'T01RBRV5F7H', 'name': 'josephinebiedermann', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': 'Ulp', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'AHAHAHAH 100%'}]}]}]",,,,,,,,,,,,,,,,,,,,funcommittee
message,,1619011817.0037,U01S1CWGTU4,hahahhahahaahahaa,d9182e68-40f8-4e63-a4f2-21004db2f28b,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '09076999792d', 'image_72': 'https://avatars.slack-edge.com/2021-03-21/1868032103895_09076999792d539af81c_72.png', 'first_name': '', 'real_name': 'Antonio Saleme Sastre', 'display_name': 'Antonio Saleme Sastre', 'team': 'T01RBRV5F7H', 'name': 'salemesastre', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': 'xvH3', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'hahahhahahaahahaa'}]}]}]",,,,,,,,,,,,,,,,,,,,funcommittee
message,,1619011823.0039,U01RW2X7S9Z,:dimitri:,d70fe5f4-d553-4fd4-8eb3-450a9fe28e70,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '7e12d75d168a', 'image_72': 'https://avatars.slack-edge.com/2021-03-19/1880105796643_7e12d75d168ae25c167d_72.jpg', 'first_name': 'Alexandre', 'real_name': 'Alexandre Sommerkamp', 'display_name': 'Alexandre Sommerkamp', 'team': 'T01RBRV5F7H', 'name': 'alex.c.skp', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': '8LZy', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'emoji', 'name': 'dimitri'}]}]}]",,,,,,,,,,,,,,,,,,,,funcommittee
message,,1619012065.0046,U01S7KCL3DF,:sam:,bc77ced9-549b-4f04-83f4-8069eecf89af,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '17b52091bb62', 'image_72': 'https://avatars.slack-edge.com/2021-03-19/1875964347925_17b52091bb62c2340b4c_72.png', 'first_name': 'Sam', 'real_name': 'Sam Katterfield', 'display_name': 'Sam', 'team': 'T01RBRV5F7H', 'name': 'samkatterfield', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': 'rW1', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'emoji', 'name': 'sam'}]}]}]",,,,,,,,,,,,,,,,,,,,funcommittee
message,,1619012119.005,U01RKN0EGDV,need some of this barcelona water,ed4de8d6-8e3b-4ed1-9838-fe2417431a88,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': 'abe46e9352ee', 'image_72': 'https://avatars.slack-edge.com/2021-03-24/1878427345639_abe46e9352ee26531094_72.jpg', 'first_name': 'Marian', 'real_name': 'Marian Moreno', 'display_name': 'Marian (she/her)', 'team': 'T01RBRV5F7H', 'name': 'marimor62', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': 'YH9IN', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'need some of this barcelona water'}]}]}]",,,,,,,,,,,,,,,,,,,,funcommittee
