type,subtype,ts,user,text,client_msg_id,team,user_team,source_team,user_profile,attachments,blocks,edited,reactions,thread_ts,reply_count,reply_users_count,latest_reply,reply_users,replies,is_locked,subscribed,last_read,parent_user_id,files,upload,display_as_bot,bot_id,bot_profile,inviter,channel_name
message,,1620370994.0031,U01RW140HBP,(cough) always helpful to visualise your data,a7f84f57-6f15-451e-a7b3-77a3ac112073,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '4c43a3a8d10b', 'image_72': 'https://avatars.slack-edge.com/2021-03-21/1895736308209_4c43a3a8d10bc2fe5e13_72.png', 'first_name': 'siand', 'real_name': 'siand the LT (she/her)', 'display_name': 'siand the LT (she/her)', 'team': 'T01RBRV5F7H', 'name': 'sian.davies', 'is_restricted': False, 'is_ultra_restricted': False}",,"[{'type': 'rich_text', 'block_id': 'sMDW', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': '(cough) always helpful to visualise your data'}]}]}]",,"[{'name': 'grin', 'users': ['U01SK96QF5E'], 'count': 1}]",1620364859.002,,,,,,,,,U01SK96QF5E,,,,,,,music
message,,1620374136.0034,U01SK96QF5E,yes I’m thinking to go back later and expand with some visualisations :slightly_smiling_face:,9bf9a9eb-cb8c-444c-bac6-a1f793f719b2,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '94c1e7ff9e09', 'image_72': 'https://avatars.slack-edge.com/2021-03-21/1883381430979_94c1e7ff9e09a95d14cb_72.jpg', 'first_name': 'Lilla', 'real_name': 'Lilla Szulyovszky', 'display_name': 'lilla', 'team': 'T01RBRV5F7H', 'name': 'lilla.szulyovszky', 'is_restricted': False, 'is_ultra_restricted': False}",,"[{'type': 'rich_text', 'block_id': 'u=ir', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'yes I’m thinking to go back later and expand with some visualisations '}, {'type': 'emoji', 'name': 'slightly_smiling_face'}]}]}]",,,1620364859.002,,,,,,,,,U01SK96QF5E,,,,,,,music
message,,1620391088.0038,U01S7BM4N81,<https://open.spotify.com/track/471nUwxBLOT5pBjZ8pqaTi?si=fb1c05edcdd343ae>,a5a54a59-355e-4c3d-a369-8552889c6042,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '2adfc641e87e', 'image_72': 'https://avatars.slack-edge.com/2021-04-16/1994438084416_2adfc641e87e3a953d9c_72.png', 'first_name': 'Thamo', 'real_name': 'Thamo', 'display_name': 'Thamo', 'team': 'T01RBRV5F7H', 'name': 'thamokoeper', 'is_restricted': False, 'is_ultra_restricted': False}","[{'service_name': 'Spotify', 'service_url': 'https://spotify.com', 'title': 'Here You Come Again - Recorded at HOB Studios, Toronto', 'title_link': 'https://open.spotify.com/track/471nUwxBLOT5pBjZ8pqaTi?si=fb1c05edcdd343ae', 'thumb_url': 'https://i.scdn.co/image/ab67616d00001e0200bd71ba5d8ecbc3d161f393', 'thumb_width': 300, 'thumb_height': 300, 'fallback': 'Spotify Audio: Here You Come Again - Recorded at HOB Studios, Toronto', 'audio_html': '<iframe width=""300"" height=""380"" allowtransparency=""true"" frameborder=""0"" allow=""encrypted-media"" title=""Spotify Embed: Here You Come Again - Recorded at HOB Studios, Toronto"" src=""https://open.spotify.com/embed/track/471nUwxBLOT5pBjZ8pqaTi?si=fb1c05edcdd343ae""></iframe>', 'audio_html_width': 300, 'audio_html_height': 380, 'from_url': 'https://open.spotify.com/track/471nUwxBLOT5pBjZ8pqaTi?si=fb1c05edcdd343ae', 'service_icon': 'https://a.slack-edge.com/80588/img/unfurl_icons/spotify.png', 'id': 1, 'original_url': 'https://open.spotify.com/track/471nUwxBLOT5pBjZ8pqaTi?si=fb1c05edcdd343ae'}]","[{'type': 'rich_text', 'block_id': 'g=K', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'link', 'url': 'https://open.spotify.com/track/471nUwxBLOT5pBjZ8pqaTi?si=fb1c05edcdd343ae'}]}]}]",,"[{'name': 'raised_hands', 'users': ['U01RSRE0N3D'], 'count': 1}]",,,,,,,,,,,,,,,,,music
message,,1620391297.0043,U01S7BM4N81,"Marians recommendation:
<https://open.spotify.com/track/0lYBSQXN6rCTvUZvg9S0lU?si=ce4cc93edff045f8>",5b6eb968-7354-4932-893f-43d91af157dc,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '2adfc641e87e', 'image_72': 'https://avatars.slack-edge.com/2021-04-16/1994438084416_2adfc641e87e3a953d9c_72.png', 'first_name': 'Thamo', 'real_name': 'Thamo', 'display_name': 'Thamo', 'team': 'T01RBRV5F7H', 'name': 'thamokoeper', 'is_restricted': False, 'is_ultra_restricted': False}","[{'service_name': 'Spotify', 'service_url': 'https://spotify.com', 'title': 'Let Me Love You', 'title_link': 'https://open.spotify.com/track/0lYBSQXN6rCTvUZvg9S0lU?si=ce4cc93edff045f8', 'thumb_url': 'https://i.scdn.co/image/ab67616d00001e02212d776c31027c511f0ee3bc', 'thumb_width': 300, 'thumb_height': 300, 'fallback': 'Spotify Audio: Let Me Love You', 'audio_html': '<iframe width=""300"" height=""380"" allowtransparency=""true"" frameborder=""0"" allow=""encrypted-media"" title=""Spotify Embed: Let Me Love You"" src=""https://open.spotify.com/embed/track/0lYBSQXN6rCTvUZvg9S0lU?si=ce4cc93edff045f8""></iframe>', 'audio_html_width': 300, 'audio_html_height': 380, 'from_url': 'https://open.spotify.com/track/0lYBSQXN6rCTvUZvg9S0lU?si=ce4cc93edff045f8', 'service_icon': 'https://a.slack-edge.com/80588/img/unfurl_icons/spotify.png', 'id': 1, 'original_url': 'https://open.spotify.com/track/0lYBSQXN6rCTvUZvg9S0lU?si=ce4cc93edff045f8'}]","[{'type': 'rich_text', 'block_id': 'b8aYv', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Marians recommendation:\n'}, {'type': 'link', 'url': 'https://open.spotify.com/track/0lYBSQXN6rCTvUZvg9S0lU?si=ce4cc93edff045f8'}]}]}]",,"[{'name': 'raised_hands', 'users': ['U01RKN0EGDV', 'U01RW140HBP'], 'count': 2}]",,,,,,,,,,,,,,,,,music
message,,1620393726.005,U01S7KCL3DF,"Feed my Frankenstein (Code) :raised_hands:

<https://open.spotify.com/track/7LDTB4kVmrLCU5TqKjZnzm?si=25e44307be4440a7>",7f896af9-9a7b-42aa-b1a2-871626a91b45,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '17b52091bb62', 'image_72': 'https://avatars.slack-edge.com/2021-03-19/1875964347925_17b52091bb62c2340b4c_72.png', 'first_name': 'Sam', 'real_name': 'Sam Katterfield', 'display_name': 'Sam', 'team': 'T01RBRV5F7H', 'name': 'samkatterfield', 'is_restricted': False, 'is_ultra_restricted': False}","[{'service_name': 'Spotify', 'service_url': 'https://spotify.com', 'title': 'Feed My Frankenstein', 'title_link': 'https://open.spotify.com/track/7LDTB4kVmrLCU5TqKjZnzm?si=25e44307be4440a7', 'thumb_url': 'https://i.scdn.co/image/ab67616d00001e020dfeebaf5d196ff2638a3633', 'thumb_width': 300, 'thumb_height': 300, 'fallback': 'Spotify Audio: Feed My Frankenstein', 'audio_html': '<iframe width=""300"" height=""380"" allowtransparency=""true"" frameborder=""0"" allow=""encrypted-media"" title=""Spotify Embed: Feed My Frankenstein"" src=""https://open.spotify.com/embed/track/7LDTB4kVmrLCU5TqKjZnzm?si=25e44307be4440a7""></iframe>', 'audio_html_width': 300, 'audio_html_height': 380, 'from_url': 'https://open.spotify.com/track/7LDTB4kVmrLCU5TqKjZnzm?si=25e44307be4440a7', 'service_icon': 'https://a.slack-edge.com/80588/img/unfurl_icons/spotify.png', 'id': 1, 'original_url': 'https://open.spotify.com/track/7LDTB4kVmrLCU5TqKjZnzm?si=25e44307be4440a7'}]","[{'type': 'rich_text', 'block_id': 'nC=', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Feed my Frankenstein (Code) '}, {'type': 'emoji', 'name': 'raised_hands'}, {'type': 'text', 'text': '\n\n'}, {'type': 'link', 'url': 'https://open.spotify.com/track/7LDTB4kVmrLCU5TqKjZnzm?si=25e44307be4440a7'}]}]}]",,"[{'name': 'japanese_ogre', 'users': ['U01RRV4JX6Z'], 'count': 1}]",,,,,,,,,,,,,,,,,music
message,,1620397036.0053,U01RRV4JX6Z,<https://www.youtube.com/watch?v=dx5KnFr9xSk>,b3908680-2076-4e78-a6b4-2befacfb6e8c,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '339c4d69b7d9', 'image_72': 'https://avatars.slack-edge.com/2021-04-14/1961122781618_339c4d69b7d9fe16343a_72.jpg', 'first_name': '', 'real_name': 'Francisco Ebeling', 'display_name': 'Francisco Ebeling', 'team': 'T01RBRV5F7H', 'name': 'ebelingbarros', 'is_restricted': False, 'is_ultra_restricted': False}","[{'service_name': 'YouTube', 'service_url': 'https://www.youtube.com/', 'title': 'Iron Maiden-666 the number of the beast', 'title_link': 'https://www.youtube.com/watch?v=dx5KnFr9xSk', 'author_name': 'xxthexdarkestxsidexx', 'author_link': 'https://www.youtube.com/user/xxthexdarkestxsidexx', 'thumb_url': 'https://i.ytimg.com/vi/dx5KnFr9xSk/hqdefault.jpg', 'thumb_width': 480, 'thumb_height': 360, 'fallback': 'YouTube Video: Iron Maiden-666 the number of the beast', 'video_html': '<iframe width=""400"" height=""300"" src=""https://www.youtube.com/embed/dx5KnFr9xSk?feature=oembed&autoplay=1&iv_load_policy=3"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>', 'video_html_width': 400, 'video_html_height': 300, 'from_url': 'https://www.youtube.com/watch?v=dx5KnFr9xSk', 'service_icon': 'https://a.slack-edge.com/80588/img/unfurl_icons/youtube.png', 'id': 1, 'original_url': 'https://www.youtube.com/watch?v=dx5KnFr9xSk'}]","[{'type': 'rich_text', 'block_id': 'wgVha', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'link', 'url': 'https://www.youtube.com/watch?v=dx5KnFr9xSk'}]}]}]",,"[{'name': 'raised_hands', 'users': ['U01RW2X7S9Z'], 'count': 1}]",,,,,,,,,,,,,,,,,music
message,,1620397163.0057,U01RW140HBP,gah! what has happened to this channel,849e0588-c53a-467f-8578-ab038fc058ef,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '4c43a3a8d10b', 'image_72': 'https://avatars.slack-edge.com/2021-03-21/1895736308209_4c43a3a8d10bc2fe5e13_72.png', 'first_name': 'siand', 'real_name': 'siand the LT (she/her)', 'display_name': 'siand the LT (she/her)', 'team': 'T01RBRV5F7H', 'name': 'sian.davies', 'is_restricted': False, 'is_ultra_restricted': False}",,"[{'type': 'rich_text', 'block_id': 'qlAM', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'gah! what has happened to this channel'}]}]}]",,,,,,,,,,,,,,,,,,,music
message,,1620397185.0059,U01RW140HBP,headbanger,,T01RBRV5F7H,,,,,"[{'type': 'image', 'block_id': 'y9K', 'image_url': 'https://media2.giphy.com/media/fKwpeyXg2rBPa/giphy.gif?cid=6104955ec93ff06de6da346d2a41d6309da81a88efde44a7&rid=giphy.gif&ct=g&cid=6104955ec93ff06de6da346d2a41d6309da81a88efde44a7&rid=giphy.gif&ct=g', 'alt_text': 'headbanger', 'title': {'type': 'plain_text', 'text': 'headbanger', 'emoji': True}, 'fallback': '360x270px image', 'image_width': 360, 'image_height': 270, 'image_bytes': 734442, 'is_animated': True}, {'type': 'context', 'block_id': 'uHYZ', 'elements': [{'type': 'image', 'image_url': 'https://a.slack-edge.com/dc483/img/plugins/giphy/service_32.png', 'alt_text': 'giphy logo'}, {'type': 'mrkdwn', 'text': 'Posted using /giphy', 'verbatim': False}]}]",,"[{'name': 'joy', 'users': ['U01RSRE0N3D', 'U01RRV4JX6Z'], 'count': 2}, {'name': 'dimitri', 'users': ['U01RW2X7S9Z', 'U01S7BM4N81'], 'count': 2}]",1620397185.0059,1.0,1.0,1620399836.0065,['U01S7KCL3DF'],"[{'user': 'U01S7KCL3DF', 'ts': '1620399836.006500'}]",0.0,0.0,,,,,,B01S7FSR36Y,"{'id': 'B01S7FSR36Y', 'deleted': False, 'name': 'giphy', 'updated': 1616421896, 'app_id': 'A0F827J2C', 'icons': {'image_36': 'https://a.slack-edge.com/dc483/img/plugins/giphy/service_72.png', 'image_48': 'https://a.slack-edge.com/dc483/img/plugins/giphy/service_48.png', 'image_72': 'https://a.slack-edge.com/dc483/img/plugins/giphy/service_72.png'}, 'team_id': 'T01RBRV5F7H'}",,music
message,,1620399836.0065,U01S7KCL3DF,"<https://www.youtube.com/watch?v=Y8eL_DB-xBo&amp;ab_channel=LanePittman>

MURICCUUHHH :us:  :eagle:",f0c8f9e4-f339-40f8-bb88-b72a3b33c079,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '17b52091bb62', 'image_72': 'https://avatars.slack-edge.com/2021-03-19/1875964347925_17b52091bb62c2340b4c_72.png', 'first_name': 'Sam', 'real_name': 'Sam Katterfield', 'display_name': 'Sam', 'team': 'T01RBRV5F7H', 'name': 'samkatterfield', 'is_restricted': False, 'is_ultra_restricted': False}","[{'service_name': 'YouTube', 'service_url': 'https://www.youtube.com/', 'title': 'Hurricane Matthew Meets Slayer', 'title_link': 'https://www.youtube.com/watch?v=Y8eL_DB-xBo&amp;ab_channel=LanePittman', 'author_name': 'Lane Pittman', 'author_link': 'https://www.youtube.com/c/LanePittmanFromHereToFreedom', 'thumb_url': 'https://i.ytimg.com/vi/Y8eL_DB-xBo/hqdefault.jpg', 'thumb_width': 480, 'thumb_height': 360, 'fallback': 'YouTube Video: Hurricane Matthew Meets Slayer', 'video_html': '<iframe width=""400"" height=""225"" src=""https://www.youtube.com/embed/Y8eL_DB-xBo?feature=oembed&autoplay=1&iv_load_policy=3"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>', 'video_html_width': 400, 'video_html_height': 225, 'from_url': 'https://www.youtube.com/watch?v=Y8eL_DB-xBo&amp;ab_channel=LanePittman', 'service_icon': 'https://a.slack-edge.com/80588/img/unfurl_icons/youtube.png', 'id': 1, 'original_url': 'https://www.youtube.com/watch?v=Y8eL_DB-xBo&amp;ab_channel=LanePittman'}]","[{'type': 'rich_text', 'block_id': 'xn1D', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'link', 'url': 'https://www.youtube.com/watch?v=Y8eL_DB-xBo&ab_channel=LanePittman'}, {'type': 'text', 'text': '\n\nMURICCUUHHH '}, {'type': 'emoji', 'name': 'us'}, {'type': 'text', 'text': '  '}, {'type': 'emoji', 'name': 'eagle'}]}]}]",,,1620397185.0059,,,,,,,,,U01RW140HBP,,,,,,,music
message,,1620407933.0069,U01RRV4JX6Z,<https://youtu.be/6gqH9OIm05E|https://youtu.be/6gqH9OIm05E>,e1c39a57-f417-4a78-9fc3-7297207857ff,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '339c4d69b7d9', 'image_72': 'https://avatars.slack-edge.com/2021-04-14/1961122781618_339c4d69b7d9fe16343a_72.jpg', 'first_name': '', 'real_name': 'Francisco Ebeling', 'display_name': 'Francisco Ebeling', 'team': 'T01RBRV5F7H', 'name': 'ebelingbarros', 'is_restricted': False, 'is_ultra_restricted': False}","[{'service_name': 'YouTube', 'service_url': 'https://www.youtube.com/', 'title': 'Ricky Martin - Vida ft. Dream Team do Passinho (Videoclipe)', 'title_link': 'https://youtu.be/6gqH9OIm05E', 'author_name': 'DTdoPassinhoVEVO', 'author_link': 'https://www.youtube.com/user/DTdoPassinhoVEVO', 'thumb_url': 'https://i.ytimg.com/vi/6gqH9OIm05E/hqdefault.jpg', 'thumb_width': 480, 'thumb_height': 360, 'fallback': 'YouTube Video: Ricky Martin - Vida ft. Dream Team do Passinho (Videoclipe)', 'video_html': '<iframe width=""400"" height=""225"" src=""https://www.youtube.com/embed/6gqH9OIm05E?feature=oembed&autoplay=1&iv_load_policy=3"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>', 'video_html_width': 400, 'video_html_height': 225, 'from_url': 'https://youtu.be/6gqH9OIm05E', 'service_icon': 'https://a.slack-edge.com/80588/img/unfurl_icons/youtube.png', 'id': 1, 'original_url': 'https://youtu.be/6gqH9OIm05E'}]","[{'type': 'rich_text', 'block_id': '41PDt', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'link', 'url': 'https://youtu.be/6gqH9OIm05E', 'text': 'https://youtu.be/6gqH9OIm05E'}]}]}]",,,,,,,,,,,,,,,,,,,music
message,,1620409256.0071,U01RRV4JX6Z,"<@U01SK96QF5E>, thanks for having posted this! It gave me the inspiration to improve my work... :)",c9bd8154-14d7-4570-a8b5-42cbe1f4ee69,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '339c4d69b7d9', 'image_72': 'https://avatars.slack-edge.com/2021-04-14/1961122781618_339c4d69b7d9fe16343a_72.jpg', 'first_name': '', 'real_name': 'Francisco Ebeling', 'display_name': 'Francisco Ebeling', 'team': 'T01RBRV5F7H', 'name': 'ebelingbarros', 'is_restricted': False, 'is_ultra_restricted': False}",,"[{'type': 'rich_text', 'block_id': 'PD/he', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'user', 'user_id': 'U01SK96QF5E'}, {'type': 'text', 'text': ', thanks for having posted this! It gave me the inspiration to improve my work... :)'}]}]}]",,,1620364859.002,,,,,,,,,U01SK96QF5E,,,,,,,music
message,,1620410508.0081,U01SK96QF5E,You’re very welcome:slightly_smiling_face: glad I could contribute!,E087BAEB-2DEA-4050-800C-C82F43DC7EAC,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '94c1e7ff9e09', 'image_72': 'https://avatars.slack-edge.com/2021-03-21/1883381430979_94c1e7ff9e09a95d14cb_72.jpg', 'first_name': 'Lilla', 'real_name': 'Lilla Szulyovszky', 'display_name': 'lilla', 'team': 'T01RBRV5F7H', 'name': 'lilla.szulyovszky', 'is_restricted': False, 'is_ultra_restricted': False}",,"[{'type': 'rich_text', 'block_id': 'P7HMT', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'You’re very welcome'}, {'type': 'emoji', 'name': 'slightly_smiling_face'}, {'type': 'text', 'text': ' glad I could contribute!'}]}]}]",,,1620364859.002,,,,,,,,,U01SK96QF5E,,,,,,,music
message,,1620654168.0004,U01RW140HBP,learn tableau and enjoy music in one go ? yes please <https://learn.toanhoang.com/courses/tableau-with-music>,06b7c769-21d7-4ef2-8c69-b1d05b189874,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '4c43a3a8d10b', 'image_72': 'https://avatars.slack-edge.com/2021-03-21/1895736308209_4c43a3a8d10bc2fe5e13_72.png', 'first_name': 'siand', 'real_name': 'siand the LT (she/her)', 'display_name': 'siand the LT (she/her)', 'team': 'T01RBRV5F7H', 'name': 'sian.davies', 'is_restricted': False, 'is_ultra_restricted': False}","[{'service_name': 'Upskilling in Data Analytics and Visualization', 'title': 'Tableau with Music', 'title_link': 'https://learn.toanhoang.com/courses/tableau-with-music', 'text': 'This is my Tableau with Music series where I build some amazing data visualisations to a fine selection of music', 'fallback': 'Upskilling in Data Analytics and Visualization: Tableau with Music', 'image_url': 'https://import.cdn.thinkific.com/199424/courses/1180199/lpO6yJ9VQKq0p31hoIou_c-d-x-PDX_a_82obo-unsplash.jpg', 'from_url': 'https://learn.toanhoang.com/courses/tableau-with-music', 'image_width': 375, 'image_height': 250, 'image_bytes': 673051, 'service_icon': 'https://import.cdn.thinkific.com/199424/zh2sj9jQtSFUyIRFg3K2_icons8_combo_chart_64_png', 'id': 1, 'original_url': 'https://learn.toanhoang.com/courses/tableau-with-music'}]","[{'type': 'rich_text', 'block_id': 'fg0', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'learn tableau and enjoy music in one go ? yes please '}, {'type': 'link', 'url': 'https://learn.toanhoang.com/courses/tableau-with-music'}]}]}]",,"[{'name': 'raised_hands', 'users': ['U01RXCQHMHT', 'U01RKN0EGDV'], 'count': 2}]",,,,,,,,,,,,,,,,,music
message,,1620294883.0078,U01S7KCL3DF,"Inertia

<https://www.youtube.com/watch?v=ZE2CCGDYemk&amp;ab_channel=xEndOfEverything>",6c7fa322-cbf8-4431-a5d9-a4426f9d2a5d,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '17b52091bb62', 'image_72': 'https://avatars.slack-edge.com/2021-03-19/1875964347925_17b52091bb62c2340b4c_72.png', 'first_name': 'Sam', 'real_name': 'Sam Katterfield', 'display_name': 'Sam', 'team': 'T01RBRV5F7H', 'name': 'samkatterfield', 'is_restricted': False, 'is_ultra_restricted': False}",,"[{'type': 'rich_text', 'block_id': 'vlS7', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Inertia\n\n'}, {'type': 'link', 'url': 'https://www.youtube.com/watch?v=ZE2CCGDYemk&ab_channel=xEndOfEverything'}]}]}]","{'user': 'U01S7KCL3DF', 'ts': '1620294901.000000'}",,1620294883.0078,6.0,2.0,1620370402.0027,"['U01SK96QF5E', 'U01S7KCL3DF']","[{'user': 'U01SK96QF5E', 'ts': '1620297859.009100'}, {'user': 'U01S7KCL3DF', 'ts': '1620298296.009400'}, {'user': 'U01S7KCL3DF', 'ts': '1620299641.009600'}, {'user': 'U01SK96QF5E', 'ts': '1620300821.010500'}, {'user': 'U01SK96QF5E', 'ts': '1620365943.002100'}, {'user': 'U01S7KCL3DF', 'ts': '1620370402.002700'}]",0.0,0.0,,,,,,,,,music
message,,1620297859.0091,U01SK96QF5E,Ahh Mars Volta :heart_eyes: I remember when The widow came out.. it was on repeat for weeks if not months,27AFAE1E-97A2-43B1-9519-A83E29BFA782,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '94c1e7ff9e09', 'image_72': 'https://avatars.slack-edge.com/2021-03-21/1883381430979_94c1e7ff9e09a95d14cb_72.jpg', 'first_name': 'Lilla', 'real_name': 'Lilla Szulyovszky', 'display_name': 'lilla', 'team': 'T01RBRV5F7H', 'name': 'lilla.szulyovszky', 'is_restricted': False, 'is_ultra_restricted': False}",,"[{'type': 'rich_text', 'block_id': 'GZH', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Ahh Mars Volta '}, {'type': 'emoji', 'name': 'heart_eyes'}, {'type': 'text', 'text': ' I remember when The widow came out.. it was on repeat for weeks if not months'}]}]}]",,"[{'name': 'man_dancing', 'users': ['U01S7KCL3DF'], 'count': 1}]",1620294883.0078,,,,,,,,,U01S7KCL3DF,,,,,,,music
message,,1620298296.0094,U01S7KCL3DF,cool! i think i went to the same tour as in this video :older_man:,c99c0660-b760-400e-94a2-3c23177cf7bd,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '17b52091bb62', 'image_72': 'https://avatars.slack-edge.com/2021-03-19/1875964347925_17b52091bb62c2340b4c_72.png', 'first_name': 'Sam', 'real_name': 'Sam Katterfield', 'display_name': 'Sam', 'team': 'T01RBRV5F7H', 'name': 'samkatterfield', 'is_restricted': False, 'is_ultra_restricted': False}",,"[{'type': 'rich_text', 'block_id': 'qAohq', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'cool! i think i went to the same tour as in this video '}, {'type': 'emoji', 'name': 'older_man'}]}]}]",,,1620294883.0078,,,,,,,,,U01S7KCL3DF,,,,,,,music
message,,1620299641.0096,U01S7KCL3DF,"<https://www.youtube.com/watch?v=w3mn7EC-skg&amp;ab_channel=MassiveAttackVEVO>

ok i’m out of Inertia songs",93e28c94-d364-488d-a9c3-8f08c7466378,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '17b52091bb62', 'image_72': 'https://avatars.slack-edge.com/2021-03-19/1875964347925_17b52091bb62c2340b4c_72.png', 'first_name': 'Sam', 'real_name': 'Sam Katterfield', 'display_name': 'Sam', 'team': 'T01RBRV5F7H', 'name': 'samkatterfield', 'is_restricted': False, 'is_ultra_restricted': False}","[{'service_name': 'YouTube', 'service_url': 'https://www.youtube.com/', 'title': 'Massive Attack - Inertia Creeps', 'title_link': 'https://www.youtube.com/watch?v=w3mn7EC-skg&amp;ab_channel=MassiveAttackVEVO', 'author_name': 'MassiveAttackVEVO', 'author_link': 'https://www.youtube.com/user/MassiveAttackVEVO', 'thumb_url': 'https://i.ytimg.com/vi/w3mn7EC-skg/hqdefault.jpg', 'thumb_width': 480, 'thumb_height': 360, 'fallback': 'YouTube Video: Massive Attack - Inertia Creeps', 'video_html': '<iframe width=""400"" height=""300"" src=""https://www.youtube.com/embed/w3mn7EC-skg?feature=oembed&autoplay=1&iv_load_policy=3"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>', 'video_html_width': 400, 'video_html_height': 300, 'from_url': 'https://www.youtube.com/watch?v=w3mn7EC-skg&amp;ab_channel=MassiveAttackVEVO', 'service_icon': 'https://a.slack-edge.com/80588/img/unfurl_icons/youtube.png', 'id': 1, 'original_url': 'https://www.youtube.com/watch?v=w3mn7EC-skg&amp;ab_channel=MassiveAttackVEVO'}]","[{'type': 'rich_text', 'block_id': 'uo+/', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'link', 'url': 'https://www.youtube.com/watch?v=w3mn7EC-skg&ab_channel=MassiveAttackVEVO'}, {'type': 'text', 'text': '\n\nok i’m out of Inertia songs'}]}]}]",,,1620294883.0078,,,,,,,,,U01S7KCL3DF,,,,,,,music
message,,1620300821.0105,U01SK96QF5E,I was expecting this emoji :white_haired_man::skin-tone-2:,576E3373-E6BB-4145-9EE9-2B0FA7F480A1,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '94c1e7ff9e09', 'image_72': 'https://avatars.slack-edge.com/2021-03-21/1883381430979_94c1e7ff9e09a95d14cb_72.jpg', 'first_name': 'Lilla', 'real_name': 'Lilla Szulyovszky', 'display_name': 'lilla', 'team': 'T01RBRV5F7H', 'name': 'lilla.szulyovszky', 'is_restricted': False, 'is_ultra_restricted': False}",,"[{'type': 'rich_text', 'block_id': '=gyF3', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'I was expecting this emoji '}, {'type': 'emoji', 'name': 'white_haired_man', 'skin_tone': 2}]}]}]",,,1620294883.0078,,,,,,,,,U01S7KCL3DF,,,,,,,music
