type,subtype,ts,user,text,inviter,client_msg_id,team,user_team,source_team,user_profile,blocks,thread_ts,parent_user_id,reactions,reply_count,reply_users_count,latest_reply,reply_users,replies,is_locked,subscribed,last_read,attachments,files,upload,display_as_bot,edited,channel_name
message,,1620828660.0312,U01RSRE0N3D,"as a reminder, here is what you need to have prepared",,,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '5b0571ca5e6f', 'image_72': 'https://avatars.slack-edge.com/2021-03-18/1876877550179_5b0571ca5e6fe1f759fe_72.jpg', 'first_name': 'Kosta', 'real_name': 'Kosta', 'display_name': 'Kosta', 'team': 'T01RBRV5F7H', 'name': 'kostadin.mitkov', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': 'nrE', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'as a reminder, here is what you need to have prepared'}]}]}]",,,,,,,,,,,,"[{'fallback': '[May 12th, 2021 9:07 AM] sian.davies: *what is an elevator pitch?*\nTomorrow we will ask you to deliver a succinct verbal proposal to us for your final project.\nI am calling it an elevator pitch because we want you to be brief - stay within 1 minute …. we might ask you to expand on any of the following:\n• whats the data question /hypothesis? \n• why have you chosen this topic?\n• wheres your data coming from?\n• are there any challenges you can foresee with the topic? ', 'ts': '1620803241.018000', 'author_id': 'U01RW140HBP', 'author_subname': 'siand the LT (she/her)', 'channel_id': 'C0215VDBWPQ', 'channel_name': 'final-project', 'is_msg_unfurl': True, 'text': '*what is an elevator pitch?*\nTomorrow we will ask you to deliver a succinct verbal proposal to us for your final project.\nI am calling it an elevator pitch because we want you to be brief - stay within 1 minute …. we might ask you to expand on any of the following:\n• whats the data question /hypothesis? \n• why have you chosen this topic?\n• wheres your data coming from?\n• are there any challenges you can foresee with the topic? ', 'author_name': 'siand the LT (she/her)', 'author_link': 'https://data-ft-ber-03-2021.slack.com/team/U01RW140HBP', 'author_icon': 'https://avatars.slack-edge.com/2021-03-21/1895736308209_4c43a3a8d10bc2fe5e13_48.png', 'mrkdwn_in': ['text'], 'color': 'D0D0D0', 'from_url': 'https://data-ft-ber-03-2021.slack.com/archives/C0215VDBWPQ/p1620803241018000', 'is_share': True, 'footer': 'Posted in #final-project'}]",,,,,finalproject
message,,1620828670.0314,U01RSRE0N3D,Welcome!,,24fd0251-861d-4dc0-9235-33e20164c15a,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '5b0571ca5e6f', 'image_72': 'https://avatars.slack-edge.com/2021-03-18/1876877550179_5b0571ca5e6fe1f759fe_72.jpg', 'first_name': 'Kosta', 'real_name': 'Kosta', 'display_name': 'Kosta', 'team': 'T01RBRV5F7H', 'name': 'kostadin.mitkov', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': '3B7p', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Welcome!'}]}]}]",1620828628.0308,U01RSRE0N3D,,,,,,,,,,,,,,,finalproject
message,,1620828768.0317,U01RW140HBP,"i did say a 1 minute pitch, kosta",,947e03f1-69aa-4ef7-83f0-200c04bc935d,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '4c43a3a8d10b', 'image_72': 'https://avatars.slack-edge.com/2021-03-21/1895736308209_4c43a3a8d10bc2fe5e13_72.png', 'first_name': 'siand', 'real_name': 'siand the LT (she/her)', 'display_name': 'siand the LT (she/her)', 'team': 'T01RBRV5F7H', 'name': 'sian.davies', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': 'HMt', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'i did say a 1 minute pitch, kosta'}]}]}]",1620828628.0308,U01RSRE0N3D,"[{'name': '+1', 'users': ['U01RSRE0N3D'], 'count': 1}]",,,,,,,,,,,,,,finalproject
message,,1620828787.0319,U01S7KCL3DF,"was gonna say….5 minutes is a big elevator :smile:

random looks very alphabetical haha",,b8a9d6f1-2ac9-4b8b-a0df-9d66af576ebd,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '17b52091bb62', 'image_72': 'https://avatars.slack-edge.com/2021-03-19/1875964347925_17b52091bb62c2340b4c_72.png', 'first_name': 'Sam', 'real_name': 'Sam Katterfield', 'display_name': 'Sam', 'team': 'T01RBRV5F7H', 'name': 'samkatterfield', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': '1aq', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'was gonna say….5 minutes is a big elevator '}, {'type': 'emoji', 'name': 'smile'}, {'type': 'text', 'text': '\n\nrandom looks very alphabetical haha'}]}]}]",1620828628.0308,U01RSRE0N3D,,,,,,,,,,,,,,,finalproject
message,,1620829477.0325,U01RW140HBP,one of those skyscrapers in dubai ?,,5d4781d4-808a-4d7f-b356-b1fc0460d123,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '4c43a3a8d10b', 'image_72': 'https://avatars.slack-edge.com/2021-03-21/1895736308209_4c43a3a8d10bc2fe5e13_72.png', 'first_name': 'siand', 'real_name': 'siand the LT (she/her)', 'display_name': 'siand the LT (she/her)', 'team': 'T01RBRV5F7H', 'name': 'sian.davies', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': '13nS/', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'one of those skyscrapers in dubai ?'}]}]}]",1620828628.0308,U01RSRE0N3D,,,,,,,,,,,,,,,finalproject
message,,1620829510.0327,U01RSRE0N3D,"please stand by
<https://youtu.be/VBlFHuCzPgY>",,2340c4c5-f52b-4e95-ab94-e231b7a1936f,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '5b0571ca5e6f', 'image_72': 'https://avatars.slack-edge.com/2021-03-18/1876877550179_5b0571ca5e6fe1f759fe_72.jpg', 'first_name': 'Kosta', 'real_name': 'Kosta', 'display_name': 'Kosta', 'team': 'T01RBRV5F7H', 'name': 'kostadin.mitkov', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': 'bMg', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'please stand by\n'}, {'type': 'link', 'url': 'https://youtu.be/VBlFHuCzPgY'}]}]}]",1620828628.0308,U01RSRE0N3D,,,,,,,,,,"[{'service_name': 'YouTube', 'service_url': 'https://www.youtube.com/', 'title': 'Elevator Music - 1 hour', 'title_link': 'https://youtu.be/VBlFHuCzPgY', 'author_name': 'Antoine B', 'author_link': 'https://www.youtube.com/user/MrGojax', 'thumb_url': 'https://i.ytimg.com/vi/VBlFHuCzPgY/hqdefault.jpg', 'thumb_width': 480, 'thumb_height': 360, 'fallback': 'YouTube Video: Elevator Music - 1 hour', 'video_html': '<iframe width=""400"" height=""300"" src=""https://www.youtube.com/embed/VBlFHuCzPgY?feature=oembed&autoplay=1&iv_load_policy=3"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>', 'video_html_width': 400, 'video_html_height': 300, 'from_url': 'https://youtu.be/VBlFHuCzPgY', 'service_icon': 'https://a.slack-edge.com/80588/img/unfurl_icons/youtube.png', 'id': 1, 'original_url': 'https://youtu.be/VBlFHuCzPgY'}]",,,,,finalproject
message,,1620830799.0336,U01RW2X7S9Z,"for the first time ever i'm called top of a list that's arranged alphabetically, my surname starts with S :'(",,a4783da8-6c2d-4f30-8652-75c9b9b23949,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '7e12d75d168a', 'image_72': 'https://avatars.slack-edge.com/2021-03-19/1880105796643_7e12d75d168ae25c167d_72.jpg', 'first_name': 'Alexandre', 'real_name': 'Alexandre Sommerkamp', 'display_name': 'Alexandre Sommerkamp', 'team': 'T01RBRV5F7H', 'name': 'alex.c.skp', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': '3XVgj', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': ""for the first time ever i'm called top of a list that's arranged alphabetically, my surname starts with S :'(""}]}]}]",1620828628.0308,U01RSRE0N3D,,,,,,,,,,,,,,,finalproject
message,,1620832132.0371,U01RRV4JX6Z,"There is something I'm still struggling to understand with multiclass classification (or with classification problems in general). The output array, which is actually a quiet large one, is a list of likely predictions. It is used to construct the classification model's metrics. Correct? is there a hierarchy between those values? In the sense that the first value of the array is the more likely one?",,2a8fd8d6-046a-4585-a59d-62a286b3d457,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '339c4d69b7d9', 'image_72': 'https://avatars.slack-edge.com/2021-04-14/1961122781618_339c4d69b7d9fe16343a_72.jpg', 'first_name': '', 'real_name': 'Francisco Ebeling', 'display_name': 'Francisco Ebeling', 'team': 'T01RBRV5F7H', 'name': 'ebelingbarros', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': 'EWK8', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': ""There is something I'm still struggling to understand with multiclass classification (or with classification problems in general). The output array, which is actually a quiet large one, is a list of likely predictions. It is used to construct the classification model's metrics. Correct? is there a hierarchy between those values? In the sense that the first value of the array is the more likely one?""}]}]}]",1620832132.0371,,,4.0,2.0,1620835580.0387,"['U01SJKB2MG8', 'U01RRV4JX6Z']","[{'user': 'U01SJKB2MG8', 'ts': '1620834607.037500'}, {'user': 'U01RRV4JX6Z', 'ts': '1620834985.038100'}, {'user': 'U01RRV4JX6Z', 'ts': '1620835040.038300'}, {'user': 'U01RRV4JX6Z', 'ts': '1620835580.038700'}]",0.0,0.0,,,,,,,finalproject
message,,1620833984.0373,U01SK96QF5E,"I feel you Alex, I’m also usually the last :smile:",,b29ba514-3d6b-4a35-925a-f6fcc65c1cfa,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '94c1e7ff9e09', 'image_72': 'https://avatars.slack-edge.com/2021-03-21/1883381430979_94c1e7ff9e09a95d14cb_72.jpg', 'first_name': 'Lilla', 'real_name': 'Lilla Szulyovszky', 'display_name': 'lilla', 'team': 'T01RBRV5F7H', 'name': 'lilla.szulyovszky', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': 'oBrZm', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'I feel you Alex, I’m also usually the last '}, {'type': 'emoji', 'name': 'smile'}]}]}]",1620828628.0308,U01RSRE0N3D,,,,,,,,,,,,,,,finalproject
message,,1620834607.0375,U01SJKB2MG8,"probably more a question for <#C01S58JN5FT|lab-help>. But anyway...
Yeah, mostly correct. Although there's no hierarchy.

The output (let it be `y_predict` ) is an array with values of the different ""classes"" (like the four flower species in the iris dataset). It is of equal length as the feature dataframe (let it be `X_test` ) which you put in the model to predict them. The metrics for classification (<https://towardsdatascience.com/the-5-classification-evaluation-metrics-you-must-know-aa97784ff226|True negatives, True positives, False negatives, False positives, accuracy score, F1 error, F2 error, accuracy, precision, recall>, ... ) are then calculated (or directly observable in the confusion matrix) by comparing `y_predict` with `y_test` . The latter is the _Truth,_ the first is the _predicted._ One basically looks for every pair of `y_predic` and `y_test` , how many are there of each combination? And then the confusion matrix is nothing but a tally chart of those possible combinations of the two arrays and in a best case scenario you only have matching pairs, which results in the fact that TN's and TP's are maximized.

So, to answer your last question: No, the order of the predicted label array `y_predicted` doesn't contain any hierarchy. It's just what your model has predicted for every corresponding line of your input dataframe",,e38647b8-e57b-48d0-bfba-d2f74e7c5a20,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '88fa894fdb53', 'image_72': 'https://avatars.slack-edge.com/2021-03-19/1885033153332_88fa894fdb5366452adf_72.jpg', 'first_name': 'Florian', 'real_name': 'Florian Titze', 'display_name': 'Flo Titze', 'team': 'T01RBRV5F7H', 'name': 'florian.titze', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': 'VBnE2', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'probably more a question for '}, {'type': 'channel', 'channel_id': 'C01S58JN5FT'}, {'type': 'text', 'text': "". But anyway...\nYeah, mostly correct. Although there's no hierarchy.\n\nThe output (let it be ""}, {'type': 'text', 'text': 'y_predict', 'style': {'code': True}}, {'type': 'text', 'text': ' ) is an array with values of the different ""classes"" (like the four flower species in the iris dataset). It is of equal length as the feature dataframe (let it be '}, {'type': 'text', 'text': 'X_test', 'style': {'code': True}}, {'type': 'text', 'text': ' ) which you put in the model to predict them. The metrics for classification ('}, {'type': 'link', 'url': 'https://towardsdatascience.com/the-5-classification-evaluation-metrics-you-must-know-aa97784ff226', 'text': 'True negatives, True positives, False negatives, False positives, accuracy score, F1 error, F2 error, accuracy, precision, recall'}, {'type': 'text', 'text': ', ... ) are then calculated (or directly observable in the confusion matrix) by comparing '}, {'type': 'text', 'text': 'y_predict', 'style': {'code': True}}, {'type': 'text', 'text': ' with '}, {'type': 'text', 'text': 'y_test', 'style': {'code': True}}, {'type': 'text', 'text': ' . The latter is the '}, {'type': 'text', 'text': 'Truth, ', 'style': {'italic': True}}, {'type': 'text', 'text': 'the first is the'}, {'type': 'text', 'text': ' predicted.', 'style': {'italic': True}}, {'type': 'text', 'text': ' One basically looks for every pair of '}, {'type': 'text', 'text': 'y_predic', 'style': {'code': True}}, {'type': 'text', 'text': ' and '}, {'type': 'text', 'text': 'y_test', 'style': {'code': True}}, {'type': 'text', 'text': "" , how many are there of each combination? And then the confusion matrix is nothing but a tally chart of those possible combinations of the two arrays and in a best case scenario you only have matching pairs, which results in the fact that TN's and TP's are maximized.\n\nSo, to answer your last question: No, the order of the predicted label array ""}, {'type': 'text', 'text': 'y_predicted', 'style': {'code': True}}, {'type': 'text', 'text': "" doesn't contain any hierarchy. It's just what your model has predicted for every corresponding line of your input dataframe""}]}]}]",1620832132.0371,U01RRV4JX6Z,,,,,,,,,,,,,,"{'user': 'U01SJKB2MG8', 'ts': '1620834773.000000'}",finalproject
message,,1620834985.0381,U01RRV4JX6Z,"Thanks! No, its not for the lab...",,1774b3f8-4551-4e38-995c-16025a33d0bd,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '339c4d69b7d9', 'image_72': 'https://avatars.slack-edge.com/2021-04-14/1961122781618_339c4d69b7d9fe16343a_72.jpg', 'first_name': '', 'real_name': 'Francisco Ebeling', 'display_name': 'Francisco Ebeling', 'team': 'T01RBRV5F7H', 'name': 'ebelingbarros', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': 'zgf9', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Thanks! No, its not for the lab...'}]}]}]",1620832132.0371,U01RRV4JX6Z,,,,,,,,,,,,,,,finalproject
message,,1620835040.0383,U01RRV4JX6Z,I'm trying to understand this for the final project,,30f0ae38-eb78-4fdc-989f-4378921f9e2f,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '339c4d69b7d9', 'image_72': 'https://avatars.slack-edge.com/2021-04-14/1961122781618_339c4d69b7d9fe16343a_72.jpg', 'first_name': '', 'real_name': 'Francisco Ebeling', 'display_name': 'Francisco Ebeling', 'team': 'T01RBRV5F7H', 'name': 'ebelingbarros', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': '5zS', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': ""I'm trying to understand this for the final project""}]}]}]",1620832132.0371,U01RRV4JX6Z,"[{'name': '+1', 'users': ['U01SJKB2MG8'], 'count': 1}]",,,,,,,,,,,,,,finalproject
message,,1620835580.0387,U01RRV4JX6Z,That explanation was on point... I needed to understand where the number of output points came from... Thanks again!,,0c8c7c3f-b9a5-46d0-801c-fc43e1f746d3,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '339c4d69b7d9', 'image_72': 'https://avatars.slack-edge.com/2021-04-14/1961122781618_339c4d69b7d9fe16343a_72.jpg', 'first_name': '', 'real_name': 'Francisco Ebeling', 'display_name': 'Francisco Ebeling', 'team': 'T01RBRV5F7H', 'name': 'ebelingbarros', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': 'AzcX9', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'That explanation was on point... I needed to understand where the number of output points came from... Thanks again!'}]}]}]",1620832132.0371,U01RRV4JX6Z,,,,,,,,,,,,,,,finalproject
message,,1620837467.0389,U01RN7BVD1C,yey it worked! just takes ages to scrape all top100 songs for all weeks from 2000-2021 :girl-grin:,,bfd8ffbe-e953-46bd-b3c5-6e5e4b665c4a,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '55e0c1b57456', 'image_72': 'https://avatars.slack-edge.com/2021-03-20/1882033802643_55e0c1b574562994417f_72.jpg', 'first_name': 'Josephine', 'real_name': 'Josephine Biedermann', 'display_name': 'Phine', 'team': 'T01RBRV5F7H', 'name': 'josephinebiedermann', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': 'Nor', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'yey it worked! just takes ages to scrape all top100 songs for all weeks from 2000-2021 '}, {'type': 'emoji', 'name': 'girl-grin'}]}]}]",1620823548.0206,U01RN7BVD1C,,,,,,,,,,,,,,,finalproject
message,,1620837707.0391,U01S7KCL3DF,wooohoooo… which site?,,af373bbc-6e45-4cec-beec-9b3102c7d278,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '17b52091bb62', 'image_72': 'https://avatars.slack-edge.com/2021-03-19/1875964347925_17b52091bb62c2340b4c_72.png', 'first_name': 'Sam', 'real_name': 'Sam Katterfield', 'display_name': 'Sam', 'team': 'T01RBRV5F7H', 'name': 'samkatterfield', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': 'GIW2', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'wooohoooo… which site?'}]}]}]",1620823548.0206,U01RN7BVD1C,,,,,,,,,,,,,,,finalproject
message,,1620837767.0393,U01RN7BVD1C,"the original one, alex tip and an idea from the repo you shared did the trick in the end",,8feaa12d-d8c1-4504-834c-c8a5ea70d027,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '55e0c1b57456', 'image_72': 'https://avatars.slack-edge.com/2021-03-20/1882033802643_55e0c1b574562994417f_72.jpg', 'first_name': 'Josephine', 'real_name': 'Josephine Biedermann', 'display_name': 'Phine', 'team': 'T01RBRV5F7H', 'name': 'josephinebiedermann', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': '9xs6', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'the original one, alex tip and an idea from the repo you shared did the trick in the end'}]}]}]",1620823548.0206,U01RN7BVD1C,"[{'name': 'dimitri', 'users': ['U01S7KCL3DF'], 'count': 1}]",,,,,,,,,,,,,,finalproject
message,,1620843905.0396,U01RN7BVD1C,"page 255 from 520 done ... after 1,5 hours",,,,,,,"[{'type': 'rich_text', 'block_id': 'YuxM', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'page 255 from 520 done ... after 1,5 hours'}]}]}]",1620823548.0206,U01RN7BVD1C,"[{'name': 'stonks', 'users': ['U01S7KCL3DF', 'U01S7BM4N81'], 'count': 2}]",,,,,,,,,,"[{'id': 'F022EMXQSRE', 'created': 1620843901, 'timestamp': 1620843901, 'name': 'Screenshot 2021-05-12 at 20.24.28.png', 'title': 'Screenshot 2021-05-12 at 20.24.28.png', 'mimetype': 'image/png', 'filetype': 'png', 'pretty_type': 'PNG', 'user': 'U01RN7BVD1C', 'editable': False, 'size': 71598, 'mode': 'hosted', 'is_external': False, 'external_type': '', 'is_public': True, 'public_url_shared': False, 'display_as_bot': False, 'username': '', 'url_private': 'https://files.slack.com/files-pri/T01RBRV5F7H-F022EMXQSRE/screenshot_2021-05-12_at_20.24.28.png?t=xoxe-1861879185255-2068564688150-2068564727718-519dfbdd8f50e154f7dac1ab76bfc0d2', 'url_private_download': 'https://files.slack.com/files-pri/T01RBRV5F7H-F022EMXQSRE/download/screenshot_2021-05-12_at_20.24.28.png?t=xoxe-1861879185255-2068564688150-2068564727718-519dfbdd8f50e154f7dac1ab76bfc0d2', 'thumb_64': 'https://files.slack.com/files-tmb/T01RBRV5F7H-F022EMXQSRE-80e60ba01c/screenshot_2021-05-12_at_20.24.28_64.png?t=xoxe-1861879185255-2068564688150-2068564727718-519dfbdd8f50e154f7dac1ab76bfc0d2', 'thumb_80': 'https://files.slack.com/files-tmb/T01RBRV5F7H-F022EMXQSRE-80e60ba01c/screenshot_2021-05-12_at_20.24.28_80.png?t=xoxe-1861879185255-2068564688150-2068564727718-519dfbdd8f50e154f7dac1ab76bfc0d2', 'thumb_360': 'https://files.slack.com/files-tmb/T01RBRV5F7H-F022EMXQSRE-80e60ba01c/screenshot_2021-05-12_at_20.24.28_360.png?t=xoxe-1861879185255-2068564688150-2068564727718-519dfbdd8f50e154f7dac1ab76bfc0d2', 'thumb_360_w': 360, 'thumb_360_h': 182, 'thumb_480': 'https://files.slack.com/files-tmb/T01RBRV5F7H-F022EMXQSRE-80e60ba01c/screenshot_2021-05-12_at_20.24.28_480.png?t=xoxe-1861879185255-2068564688150-2068564727718-519dfbdd8f50e154f7dac1ab76bfc0d2', 'thumb_480_w': 480, 'thumb_480_h': 243, 'thumb_160': 'https://files.slack.com/files-tmb/T01RBRV5F7H-F022EMXQSRE-80e60ba01c/screenshot_2021-05-12_at_20.24.28_160.png?t=xoxe-1861879185255-2068564688150-2068564727718-519dfbdd8f50e154f7dac1ab76bfc0d2', 'thumb_720': 'https://files.slack.com/files-tmb/T01RBRV5F7H-F022EMXQSRE-80e60ba01c/screenshot_2021-05-12_at_20.24.28_720.png?t=xoxe-1861879185255-2068564688150-2068564727718-519dfbdd8f50e154f7dac1ab76bfc0d2', 'thumb_720_w': 720, 'thumb_720_h': 364, 'thumb_800': 'https://files.slack.com/files-tmb/T01RBRV5F7H-F022EMXQSRE-80e60ba01c/screenshot_2021-05-12_at_20.24.28_800.png?t=xoxe-1861879185255-2068564688150-2068564727718-519dfbdd8f50e154f7dac1ab76bfc0d2', 'thumb_800_w': 800, 'thumb_800_h': 405, 'thumb_960': 'https://files.slack.com/files-tmb/T01RBRV5F7H-F022EMXQSRE-80e60ba01c/screenshot_2021-05-12_at_20.24.28_960.png?t=xoxe-1861879185255-2068564688150-2068564727718-519dfbdd8f50e154f7dac1ab76bfc0d2', 'thumb_960_w': 960, 'thumb_960_h': 486, 'original_w': 966, 'original_h': 489, 'thumb_tiny': 'AwAYADDS/hFNJ9KG+4tKoBUZoAAc0tGBRgUAFFGBRigBp+4tOX7opOwooAdRTaKAHUHpTaKAP//Z', 'permalink': 'https://data-ft-ber-03-2021.slack.com/files/U01RN7BVD1C/F022EMXQSRE/screenshot_2021-05-12_at_20.24.28.png', 'permalink_public': 'https://slack-files.com/T01RBRV5F7H-F022EMXQSRE-bccd17bd4f', 'is_starred': False, 'has_rich_preview': False}]",0.0,0.0,,finalproject
